loan_amnt,installment,dti,grade
1000,31.42,9.33,B
1000,31.42,9.39,B
1000,31.42,11.11,B
1000,31.42,11.35,B
1000,31.42,11.71,B
1000,31.42,13.26,B
1000,31.42,14.06,B
1000,31.42,14.77,B
1000,31.42,16.15,B
1000,31.42,16.34,B
1000,31.42,16.74,B
1000,31.42,16.85,B
1000,31.42,17.27,B
1000,31.42,17.41,B
1000,31.42,19.35,B
1000,31.42,19.47,B
1000,31.42,21.51,B
1000,31.42,21.77,B
1000,31.42,22.26,B
1000,31.42,22.58,B
1000,31.42,22.96,B
1000,31.42,23.04,B
1000,31.42,24.64,B
1000,31.42,25.42,B
1000,31.42,31.1,B
1000,31.42,31.92,B
1000,31.42,32.45,B
1000,31.42,33.73,B
1000,31.42,39.67,B
1000,31.43,1.95,A
1000,31.43,3.12,A
1000,31.43,3.81,A
1000,31.43,4.51,A
1000,31.43,5.71,A
1000,31.43,5.99,A
1000,31.43,7.06,A
1000,31.43,7.89,A
1000,31.43,8.58,A
1000,31.43,9.69,A
1000,31.43,13.28,A
1000,31.43,13.8,A
1000,31.43,14.31,A
1000,31.43,14.6,A
1000,31.43,15.64,A
1000,31.43,16.74,A
1000,31.43,18.79,A
1000,31.43,19.97,A
1000,31.43,24.05,A
1000,31.45,1.82,B
1000,31.45,2.46,B
1000,31.45,3.87,B
1000,31.45,5.13,B
1000,31.45,7.16,B
1000,31.45,7.37,B
1000,31.45,7.76,B
1000,31.45,8.97,B
1000,31.45,9.66,B
1000,31.45,9.8,B
1000,31.45,9.88,B
1000,31.45,10.02,B
1000,31.45,10.07,B
1000,31.45,10.85,B
1000,31.45,11.04,B
1000,31.45,11.88,B
1000,31.45,11.98,B
1000,31.45,12.28,B
1000,31.45,12.33,B
1000,31.45,12.56,B
1000,31.45,13.05,B
1000,31.45,13.64,B
1000,31.45,13.67,B
1000,31.45,13.78,B
1000,31.45,13.84,B
1000,31.45,13.89,B
1000,31.45,13.97,B
1000,31.45,14.22,B
1000,31.45,14.24,B
1000,31.45,14.82,B
1000,31.45,14.91,B
1000,31.45,15.49,B
1000,31.45,16,B
1000,31.45,17.11,B
1000,31.45,17.44,B
1000,31.45,17.47,B
1000,31.45,18.03,B
1000,31.45,18.12,B
1000,31.45,18.17,B
1000,31.45,18.35,B
1000,31.45,18.46,B
1000,31.45,18.54,B
1000,31.45,19.2,B
1000,31.45,20.13,B
1000,31.45,20.4,B
1000,31.45,20.5,B
1000,31.45,20.76,B
1000,31.45,21.1,B
1000,31.45,21.38,B
1000,31.45,21.95,B
1000,31.45,22.12,B
1000,31.45,23.11,B
1000,31.45,23.63,B
1000,31.45,23.89,B
1000,31.45,24.01,B
1000,31.45,24.44,B
1000,31.45,24.82,B
1000,31.45,24.92,B
1000,31.45,24.98,B
1000,31.45,25.25,B
1000,31.45,25.85,B
1000,31.45,26.49,B
1000,31.45,26.94,B
1000,31.45,27.68,B
1000,31.45,28.03,B
1000,31.45,28.99,B
1000,31.45,31.23,B
1000,31.45,31.35,B
1000,31.45,32.73,B
1000,31.45,33.83,B
1000,31.45,33.96,B
1000,31.45,34.42,B
1000,31.52,5.82,B
1000,31.52,6.66,A
1000,31.52,7.99,B
1000,31.52,10.24,B
1000,31.52,11,B
1000,31.52,11.55,A
1000,31.52,12.91,B
1000,31.52,15.89,A
1000,31.52,16.56,B
1000,31.52,18.14,B
1000,31.52,19.24,B
1000,31.52,19.75,B
1000,31.52,20.8,A
1000,31.52,22.29,B
1000,31.52,25.01,B
1000,31.52,25.09,B
1000,31.52,25.85,B
1000,31.52,26.04,A
1000,31.52,27.61,B
1000,31.52,29.28,A
1000,31.52,34.87,B
1000,31.52,36.98,B
1000,31.52,39.92,A
1000,31.55,3.89,A
1000,31.55,4.89,A
1000,31.55,8.36,A
1000,31.55,11.27,A
1000,31.55,11.56,A
1000,31.55,11.93,A
1000,31.55,12.6,A
1000,31.55,13.27,A
1000,31.55,14.46,A
1000,31.55,14.7,A
1000,31.55,14.71,A
1000,31.55,14.95,A
1000,31.55,15.32,A
1000,31.55,15.96,A
1000,31.55,16.33,A
1000,31.55,19.68,A
1000,31.55,20,A
1000,31.55,23.43,A
1000,31.55,24.69,A
1000,31.55,26.8,A
1000,31.55,27.89,A
1000,31.55,28.83,A
1000,31.55,28.86,A
1000,31.57,9.75,A
1000,31.57,10.12,B
1000,31.57,17.16,B
1000,31.57,27.15,B
1000,31.61,3.42,A
1000,31.61,5.03,A
1000,31.61,5.16,A
1000,31.61,6.56,A
1000,31.61,6.59,A
1000,31.61,7.1,A
1000,31.61,7.76,A
1000,31.61,8.58,A
1000,31.61,8.81,A
1000,31.61,9.29,A
1000,31.61,14.91,A
1000,31.61,17.11,A
1000,31.61,17.78,A
1000,31.61,19.34,A
1000,31.61,20.56,A
1000,31.61,24.08,A
1000,31.61,26.98,A
1000,31.61,29.35,A
1000,31.62,1.9,A
1000,31.62,2.42,A
1000,31.62,3.59,A
1000,31.62,8.53,A
1000,31.62,10.69,A
1000,31.62,12.05,A
1000,31.62,13.62,A
1000,31.63,18.03,A
1000,31.65,8.36,B
1000,31.65,10.43,B
1000,31.65,13.17,B
1000,31.65,17.71,B
1000,31.65,18.47,B
1000,31.65,19.58,B
1000,31.65,23.51,B
1000,31.65,23.86,B
1000,31.65,24,B
1000,31.72,6.44,A
1000,31.72,7.04,A
1000,31.72,10.56,A
1000,31.72,10.77,A
1000,31.72,11.91,A
1000,31.72,13.24,A
1000,31.72,13.5,A
1000,31.72,18.7,A
1000,31.72,24.3,A
1000,31.72,29.05,A
1000,31.72,33.12,A
1000,31.76,0.75,A
1000,31.76,1.87,A
1000,31.76,6.35,A
1000,31.76,10.06,A
1000,31.76,14.24,A
1000,31.76,14.53,A
1000,31.76,15.02,A
1000,31.76,18.99,A
1000,31.76,20.29,A
1000,31.76,22.8,A
1000,31.76,24.29,A
1000,31.78,0.25,A
1000,31.78,1.39,A
1000,31.8,0.89,B
1000,31.8,4.88,B
1000,31.8,10.39,B
1000,31.8,12.15,B
1000,31.8,12.87,B
1000,31.8,14.45,B
1000,31.8,16.15,B
1000,31.8,17.35,B
1000,31.8,17.42,B
1000,31.8,17.75,B
1000,31.8,18.28,B
1000,31.8,18.45,B
1000,31.8,18.89,B
1000,31.8,19.24,B
1000,31.8,20.86,B
1000,31.8,24.5,B
1000,31.8,25.82,B
1000,31.8,27.57,B
1000,31.8,28.01,B
1000,31.8,34.95,B
1000,31.88,0,B
1000,31.88,0.42,B
1000,31.88,1.07,B
1000,31.88,1.52,B
1000,31.88,1.98,B
1000,31.88,2.25,B
1000,31.88,2.98,B
1000,31.88,3.25,B
1000,31.88,3.65,B
1000,31.88,3.67,B
1000,31.88,4.67,B
1000,31.88,5.93,B
1000,31.88,5.98,B
1000,31.88,6.04,B
1000,31.88,6.22,B
1000,31.88,6.68,B
1000,31.88,7.81,B
1000,31.88,7.86,B
1000,31.88,8.32,B
1000,31.88,8.34,B
1000,31.88,8.64,B
1000,31.88,8.67,B
1000,31.88,9.08,B
1000,31.88,9.59,B
1000,31.88,10.94,B
1000,31.88,10.96,B
1000,31.88,11.01,B
1000,31.88,11.04,B
1000,31.88,11.06,B
1000,31.88,11.73,B
1000,31.88,11.77,B
1000,31.88,12.06,B
1000,31.88,12.5,B
1000,31.88,12.51,B
1000,31.88,12.76,B
1000,31.88,12.89,B
1000,31.88,12.9,B
1000,31.88,13.62,B
1000,31.88,14,B
1000,31.88,14.07,B
1000,31.88,14.13,B
1000,31.88,14.62,B
1000,31.88,15.39,B
1000,31.88,15.56,B
1000,31.88,15.62,B
1000,31.88,16.42,B
1000,31.88,16.44,B
1000,31.88,16.94,B
1000,31.88,17.15,B
1000,31.88,17.49,B
1000,31.88,17.63,B
1000,31.88,17.79,B
1000,31.88,17.84,B
1000,31.88,17.97,B
1000,31.88,18.14,B
1000,31.88,18.58,B
1000,31.88,18.69,B
1000,31.88,18.9,B
1000,31.88,18.98,B
1000,31.88,19.25,B
1000,31.88,19.47,B
1000,31.88,20.01,B
1000,31.88,21.09,B
1000,31.88,21.1,B
1000,31.88,22.06,B
1000,31.88,22.08,B
1000,31.88,22.28,B
1000,31.88,22.82,B
1000,31.88,23.39,B
1000,31.88,23.71,B
1000,31.88,24.05,B
1000,31.88,24.56,B
1000,31.88,25.08,B
1000,31.88,25.73,B
1000,31.88,26.6,B
1000,31.88,27,B
1000,31.88,27.76,B
1000,31.88,28.84,B
1000,31.88,29.04,B
1000,31.88,29.72,B
1000,31.88,29.98,B
1000,31.88,31.79,B
1000,31.88,33.79,B
1000,31.88,34.74,B
1000,31.88,36.08,B
1000,31.88,36.39,B
1000,31.92,15.44,B
1000,31.92,24.92,B
1000,31.95,7.27,A
1000,31.95,20.37,A
1000,31.95,21.19,A
1000,31.96,0.92,B
1000,32.01,0.26,B
1000,32.01,0.86,B
1000,32.01,1.08,B
1000,32.01,1.79,B
1000,32.01,3.07,B
1000,32.01,3.12,B
1000,32.01,3.19,B
1000,32.01,3.2,B
1000,32.01,3.32,B
1000,32.01,3.65,B
1000,32.01,3.84,B
1000,32.01,4.32,B
1000,32.01,4.42,B
1000,32.01,4.74,B
1000,32.01,4.83,B
1000,32.01,5.45,B
1000,32.01,5.72,B
1000,32.01,5.73,B
1000,32.01,5.81,B
1000,32.01,5.98,B
1000,32.01,6.03,B
1000,32.01,6.32,B
1000,32.01,6.83,B
1000,32.01,6.96,B
1000,32.01,7.43,B
1000,32.01,7.83,B
1000,32.01,8.2,B
1000,32.01,8.31,B
1000,32.01,8.42,B
1000,32.01,8.64,B
1000,32.01,8.75,B
1000,32.01,8.78,B
1000,32.01,9.01,B
1000,32.01,9.05,B
1000,32.01,9.19,B
1000,32.01,9.22,B
1000,32.01,9.45,B
1000,32.01,9.83,B
1000,32.01,9.93,B
1000,32.01,10.5,B
1000,32.01,10.53,B
1000,32.01,10.56,B
1000,32.01,10.65,B
1000,32.01,10.98,B
1000,32.01,11.24,B
1000,32.01,11.26,B
1000,32.01,11.32,B
1000,32.01,11.39,B
1000,32.01,11.5,B
1000,32.01,11.54,B
1000,32.01,11.71,B
1000,32.01,11.81,B
1000,32.01,12.13,B
1000,32.01,12.53,B
1000,32.01,13.37,B
1000,32.01,13.42,B
1000,32.01,13.63,B
1000,32.01,13.83,B
1000,32.01,13.89,B
1000,32.01,13.96,B
1000,32.01,13.99,B
1000,32.01,14.14,B
1000,32.01,14.58,B
1000,32.01,14.67,B
1000,32.01,14.76,B
1000,32.01,14.8,B
1000,32.01,14.88,B
1000,32.01,15.29,B
1000,32.01,15.5,B
1000,32.01,15.57,B
1000,32.01,15.89,B
1000,32.01,16.08,B
1000,32.01,16.14,B
1000,32.01,16.53,B
1000,32.01,16.6,B
1000,32.01,16.85,B
1000,32.01,17.14,B
1000,32.01,17.21,B
1000,32.01,17.41,B
1000,32.01,17.78,B
1000,32.01,18.73,B
1000,32.01,18.81,B
1000,32.01,19.39,B
1000,32.01,19.52,B
1000,32.01,19.6,B
1000,32.01,19.91,B
1000,32.01,20.18,B
1000,32.01,20.27,B
1000,32.01,20.63,B
1000,32.01,21,B
1000,32.01,21.21,B
1000,32.01,21.32,B
1000,32.01,21.9,B
1000,32.01,22.09,B
1000,32.01,22.18,B
1000,32.01,22.37,B
1000,32.01,23.66,B
1000,32.01,23.69,B
1000,32.01,24.33,B
1000,32.01,24.45,B
1000,32.01,24.9,B
1000,32.01,25,B
1000,32.01,25.03,B
1000,32.01,25.38,B
1000,32.01,25.8,B
1000,32.01,26.57,B
1000,32.01,27.63,B
1000,32.01,28.24,B
1000,32.01,28.44,B
1000,32.01,28.9,B
1000,32.01,29.07,B
1000,32.01,29.28,B
1000,32.01,29.38,B
1000,32.01,29.62,B
1000,32.01,30.74,B
1000,32.01,30.95,B
1000,32.01,31,B
1000,32.01,31.18,B
1000,32.01,32,B
1000,32.01,34.3,B
1000,32.01,34.39,B
1000,32.01,40.68,B
1000,32.03,0.08,B
1000,32.03,0.9,B
1000,32.03,2.33,B
1000,32.03,2.68,B
1000,32.03,3.64,B
1000,32.03,4.49,B
1000,32.03,5.16,B
1000,32.03,5.89,B
1000,32.03,6.76,B
1000,32.03,6.92,B
1000,32.03,8.76,B
1000,32.03,8.77,B
1000,32.03,9,B
1000,32.03,9.69,B
1000,32.03,11.22,B
1000,32.03,11.46,B
1000,32.03,12.43,B
1000,32.03,12.55,B
1000,32.03,13.06,B
1000,32.03,13.41,B
1000,32.03,14.11,B
1000,32.03,14.42,B
1000,32.03,14.92,B
1000,32.03,15.83,B
1000,32.03,16.92,B
1000,32.03,16.94,B
1000,32.03,18.21,B
1000,32.03,18.82,B
1000,32.03,20.14,B
1000,32.03,20.56,B
1000,32.03,20.89,B
1000,32.03,20.92,B
1000,32.03,21.77,B
1000,32.03,21.79,B
1000,32.03,22.84,B
1000,32.03,23.13,B
1000,32.03,23.63,B
1000,32.03,26.09,B
1000,32.03,26.12,B
1000,32.03,26.84,B
1000,32.03,27.53,B
1000,32.08,1.3,B
1000,32.08,3.28,B
1000,32.08,4.18,B
1000,32.08,5.65,B
1000,32.08,6.06,B
1000,32.08,7.52,B
1000,32.08,7.58,B
1000,32.08,8.11,B
1000,32.08,8.86,B
1000,32.08,11.68,B
1000,32.08,17.77,B
1000,32.08,20.61,B
1000,32.08,25.48,B
1000,32.08,26,B
1000,32.08,26.48,B
1000,32.08,27.4,B
1000,32.08,31.77,B
1000,32.08,32.49,B
1000,32.09,11.02,B
1000,32.09,11.31,B
1000,32.09,14.34,B
1000,32.1,2.64,A
1000,32.1,3.71,A
1000,32.1,6.16,A
1000,32.1,18,B
1000,32.1,18.67,B
1000,32.1,23.51,B
1000,32.11,10,B
1000,32.12,8.91,B
1000,32.12,22.8,B
1000,32.14,7.36,B
1000,32.14,12.26,B
1000,32.14,22.55,B
1000,32.15,3.12,B
1000,32.15,3.87,B
1000,32.15,5.56,B
1000,32.15,7.59,B
1000,32.15,8.03,B
1000,32.15,8.06,B
1000,32.15,11.13,B
1000,32.15,11.3,B
1000,32.15,13.41,B
1000,32.15,13.7,B
1000,32.15,15.63,B
1000,32.15,16.17,B
1000,32.15,17.11,B
1000,32.15,17.76,B
1000,32.15,17.83,B
1000,32.15,18.06,B
1000,32.15,18.15,B
1000,32.15,18.3,B
1000,32.15,18.76,B
1000,32.15,18.99,B
1000,32.15,19.51,B
1000,32.15,20.89,B
1000,32.15,21.39,B
1000,32.15,23.22,B
1000,32.15,24.06,B
1000,32.15,25.57,B
1000,32.15,26.46,B
1000,32.15,27.4,B
1000,32.15,28.96,B
1000,32.15,29.55,B
1000,32.16,1.81,B
1000,32.16,7.09,B
1000,32.16,7.44,B
1000,32.16,8.52,B
1000,32.16,10.54,B
1000,32.16,10.7,B
1000,32.16,12.65,B
1000,32.16,13.53,B
1000,32.16,14.66,B
1000,32.16,15.44,B
1000,32.16,15.45,B
1000,32.16,16.95,B
1000,32.16,21.34,B
1000,32.16,22.6,B
1000,32.16,29.13,B
1000,32.16,29.68,B
1000,32.18,4.04,B
1000,32.18,9.35,B
1000,32.18,10.15,B
1000,32.18,11.75,B
1000,32.18,13.17,B
1000,32.18,14.59,B
1000,32.18,14.86,B
1000,32.18,14.96,B
1000,32.18,17.43,B
1000,32.18,19.59,B
1000,32.18,20.93,B
1000,32.18,21.87,B
1000,32.18,26.22,B
1000,32.22,12.03,B
1000,32.22,13.92,B
1000,32.22,24.46,B
1000,32.23,3.34,B
1000,32.23,6.77,B
1000,32.23,7.44,B
1000,32.23,7.46,B
1000,32.23,8.24,B
1000,32.23,9.76,B
1000,32.23,10.33,B
1000,32.23,12.75,B
1000,32.23,14.27,B
1000,32.23,14.95,B
1000,32.23,16.64,B
1000,32.23,17.4,B
1000,32.23,18.42,B
1000,32.23,18.61,B
1000,32.23,18.9,B
1000,32.23,19.96,B
1000,32.23,20.4,B
1000,32.23,29.97,B
1000,32.23,31.12,B
1000,32.24,0,B
1000,32.24,0.26,B
1000,32.24,1.08,B
1000,32.24,1.29,B
1000,32.24,1.52,B
1000,32.24,4.95,B
1000,32.24,6,B
1000,32.24,6.48,B
1000,32.24,6.8,B
1000,32.24,6.98,B
1000,32.24,7.09,B
1000,32.24,7.23,B
1000,32.24,7.27,B
1000,32.24,7.3,B
1000,32.24,7.49,B
1000,32.24,7.63,B
1000,32.24,8,B
1000,32.24,8.37,B
1000,32.24,8.63,B
1000,32.24,9.08,B
1000,32.24,9.24,B
1000,32.24,10.12,B
1000,32.24,10.58,B
1000,32.24,10.62,B
1000,32.24,10.63,B
1000,32.24,10.73,B
1000,32.24,11.15,B
1000,32.24,11.85,B
1000,32.24,11.89,B
1000,32.24,12.22,B
1000,32.24,12.35,B
1000,32.24,12.4,B
1000,32.24,12.45,B
1000,32.24,12.71,B
1000,32.24,12.78,B
1000,32.24,12.86,B
1000,32.24,12.94,B
1000,32.24,12.97,B
1000,32.24,13.11,B
1000,32.24,13.4,B
1000,32.24,13.68,B
1000,32.24,13.86,B
1000,32.24,14.1,B
1000,32.24,14.12,B
1000,32.24,14.16,B
1000,32.24,15.09,B
1000,32.24,16.46,B
1000,32.24,16.74,B
1000,32.24,16.78,B
1000,32.24,16.83,B
1000,32.24,17.09,B
1000,32.24,17.3,B
1000,32.24,17.34,B
1000,32.24,17.47,B
1000,32.24,17.52,B
1000,32.24,18,B
1000,32.24,18.11,B
1000,32.24,18.12,B
1000,32.24,18.22,B
1000,32.24,18.44,B
1000,32.24,18.52,B
1000,32.24,18.73,B
1000,32.24,18.81,B
1000,32.24,18.93,B
1000,32.24,19.01,B
1000,32.24,19.17,B
1000,32.24,19.28,B
1000,32.24,19.31,B
1000,32.24,19.61,B
1000,32.24,19.65,B
1000,32.24,19.66,B
1000,32.24,19.67,B
1000,32.24,19.82,B
1000,32.24,19.96,B
1000,32.24,20.28,B
1000,32.24,20.3,B
1000,32.24,20.52,B
1000,32.24,20.8,B
1000,32.24,20.82,B
1000,32.24,21.31,B
1000,32.24,21.34,B
1000,32.24,21.96,B
1000,32.24,22.3,B
1000,32.24,22.48,B
1000,32.24,22.8,B
1000,32.24,22.88,B
1000,32.24,23.24,B
1000,32.24,23.38,B
1000,32.24,24.03,B
1000,32.24,24.26,B
1000,32.24,24.28,B
1000,32.24,24.44,B
1000,32.24,24.86,B
1000,32.24,25.03,B
1000,32.24,25.06,B
1000,32.24,25.07,B
1000,32.24,25.29,B
1000,32.24,25.31,B
1000,32.24,26.35,B
1000,32.24,26.89,B
1000,32.24,27.06,B
1000,32.24,27.53,B
1000,32.24,28.81,B
1000,32.24,29.26,B
1000,32.24,29.31,B
1000,32.24,30.23,B
1000,32.24,30.24,B
1000,32.24,30.53,B
1000,32.24,31.54,B
1000,32.24,33.38,B
1000,32.24,33.52,B
1000,32.24,34.04,B
1000,32.24,41.54,B
1000,32.24,66.77,B
1000,32.27,1.36,B
1000,32.27,2.63,B
1000,32.27,2.84,B
1000,32.27,4.08,B
1000,32.27,4.37,B
1000,32.27,5.05,B
1000,32.27,5.42,B
1000,32.27,5.89,B
1000,32.27,6.19,B
1000,32.27,6.31,B
1000,32.27,6.75,B
1000,32.27,7.91,B
1000,32.27,8.15,B
1000,32.27,8.38,B
1000,32.27,8.8,B
1000,32.27,9.11,B
1000,32.27,9.12,B
1000,32.27,10.58,B
1000,32.27,11.77,B
1000,32.27,12.52,B
1000,32.27,13.05,B
1000,32.27,13.53,B
1000,32.27,14.74,B
1000,32.27,15.03,B
1000,32.27,15.21,B
1000,32.27,16.09,B
1000,32.27,16.57,B
1000,32.27,17.33,B
1000,32.27,18,B
1000,32.27,19.72,B
1000,32.27,21.05,B
1000,32.27,21.06,B
1000,32.27,21.77,B
1000,32.27,22.02,B
1000,32.27,22.7,B
1000,32.27,23.34,B
1000,32.27,23.4,B
1000,32.27,23.63,B
1000,32.27,24.2,B
1000,32.27,24.42,B
1000,32.27,24.88,B
1000,32.27,25.18,B
1000,32.27,26.95,B
1000,32.27,26.97,B
1000,32.27,28.15,B
1000,32.27,32.12,B
1000,32.27,32.17,B
1000,32.27,36.74,B
1000,32.27,39.89,B
1000,32.31,2.85,B
1000,32.31,3.51,B
1000,32.31,3.82,B
1000,32.31,4.29,B
1000,32.31,4.84,B
1000,32.31,5.24,B
1000,32.31,6.2,B
1000,32.31,6.32,B
1000,32.31,8.11,B
1000,32.31,8.3,B
1000,32.31,9.79,B
1000,32.31,10.08,B
1000,32.31,10.71,B
1000,32.31,11.87,B
1000,32.31,11.94,B
1000,32.31,12.59,B
1000,32.31,13,B
1000,32.31,13.71,B
1000,32.31,13.72,B
1000,32.31,14.04,B
1000,32.31,14.05,B
1000,32.31,14.07,B
1000,32.31,14.22,B
1000,32.31,14.36,B
1000,32.31,14.52,B
1000,32.31,14.88,B
1000,32.31,17.97,B
1000,32.31,18.96,B
1000,32.31,20.53,B
1000,32.31,21.1,B
1000,32.31,21.57,B
1000,32.31,22.81,B
1000,32.31,25.31,B
1000,32.31,27.6,B
1000,32.31,27.65,B
1000,32.31,28.06,B
1000,32.34,8.18,B
1000,32.34,8.78,B
1000,32.34,12.92,B
1000,32.34,13.74,B
1000,32.34,15.6,B
1000,32.34,19.87,B
1000,32.34,22.97,B
1000,32.34,29.79,B
1000,32.34,31.2,B
1000,32.35,12.84,B
1000,32.35,14.88,B
1000,32.35,14.93,B
1000,32.35,18.11,B
1000,32.35,19.68,B
1000,32.35,20.97,B
1000,32.35,32.93,B
1000,32.39,14.71,B
1000,32.39,21.37,B
1000,32.39,24.21,B
1000,32.43,1.1,B
1000,32.43,4.37,B
1000,32.43,6.84,B
1000,32.43,10.1,B
1000,32.43,10.27,B
1000,32.43,16.99,B
1000,32.43,21.14,B
1000,32.43,21.26,B
1000,32.43,34.52,B
1000,32.44,0,B
1000,32.44,3.71,B
1000,32.44,4.94,B
1000,32.44,13.18,B
1000,32.44,13.21,B
1000,32.44,16.89,B
1000,32.44,22.01,B
1000,32.45,8.09,B
1000,32.45,8.52,B
1000,32.45,9.58,B
1000,32.45,12.94,B
1000,32.45,15.48,B
1000,32.47,0,B
1000,32.47,0.03,B
1000,32.47,0.12,B
1000,32.47,0.61,B
1000,32.47,0.9,B
1000,32.47,1.14,B
1000,32.47,1.42,B
1000,32.47,1.49,B
1000,32.47,1.58,B
1000,32.47,1.6,B
1000,32.47,1.66,B
1000,32.47,2.03,B
1000,32.47,2.36,B
1000,32.47,2.55,B
1000,32.47,2.58,B
1000,32.47,2.87,B
1000,32.47,2.88,B
1000,32.47,3.22,B
1000,32.47,5.4,B
1000,32.47,5.52,B
1000,32.47,5.68,B
1000,32.47,6.14,B
1000,32.47,6.8,B
1000,32.47,6.86,B
1000,32.47,7.06,B
1000,32.47,7.23,B
1000,32.47,7.3,B
1000,32.47,7.58,B
1000,32.47,7.72,B
1000,32.47,8.13,B
1000,32.47,8.39,B
1000,32.47,8.76,B
1000,32.47,8.89,B
1000,32.47,9,B
1000,32.47,9.01,B
1000,32.47,9.11,B
1000,32.47,9.58,B
1000,32.47,9.59,B
1000,32.47,9.62,B
1000,32.47,9.81,B
1000,32.47,9.83,B
1000,32.47,10.3,B
1000,32.47,10.88,B
1000,32.47,11.03,B
1000,32.47,11.07,B
1000,32.47,11.21,B
1000,32.47,11.28,B
1000,32.47,11.46,B
1000,32.47,12.19,B
1000,32.47,12.28,B
1000,32.47,12.35,B
1000,32.47,12.62,B
1000,32.47,12.65,B
1000,32.47,12.72,B
1000,32.47,12.73,B
1000,32.47,12.93,B
1000,32.47,13.03,B
1000,32.47,13.05,B
1000,32.47,13.08,B
1000,32.47,13.2,B
1000,32.47,13.24,B
1000,32.47,13.53,B
1000,32.47,13.57,B
1000,32.47,13.65,B
1000,32.47,14.12,B
1000,32.47,14.14,B
1000,32.47,14.34,B
1000,32.47,14.4,B
1000,32.47,14.52,B
1000,32.47,14.66,B
1000,32.47,14.91,B
1000,32.47,15.15,B
1000,32.47,15.31,B
1000,32.47,15.51,B
1000,32.47,15.67,B
1000,32.47,15.68,B
1000,32.47,15.71,B
1000,32.47,15.77,B
1000,32.47,16.25,B
1000,32.47,16.37,B
1000,32.47,16.44,B
1000,32.47,16.56,B
1000,32.47,16.65,B
1000,32.47,16.76,B
1000,32.47,17.31,B
1000,32.47,17.68,B
1000,32.47,17.76,B
1000,32.47,18.13,B
1000,32.47,18.14,B
1000,32.47,18.21,B
1000,32.47,18.36,B
1000,32.47,18.38,B
1000,32.47,18.43,B
1000,32.47,18.44,B
1000,32.47,18.79,B
1000,32.47,18.88,B
1000,32.47,18.93,B
1000,32.47,19.14,B
1000,32.47,19.33,B
1000,32.47,19.69,B
1000,32.47,19.71,B
1000,32.47,19.76,B
1000,32.47,19.89,B
1000,32.47,19.99,B
1000,32.47,20.17,B
1000,32.47,20.46,B
1000,32.47,20.54,B
1000,32.47,20.57,B
1000,32.47,20.74,B
1000,32.47,20.77,B
1000,32.47,20.78,B
1000,32.47,21.55,B
1000,32.47,21.95,B
1000,32.47,22.51,B
1000,32.47,23.03,B
1000,32.47,23.57,B
1000,32.47,23.87,B
1000,32.47,23.93,B
1000,32.47,24.04,B
1000,32.47,24.36,B
1000,32.47,24.43,B
1000,32.47,24.66,B
1000,32.47,25.03,B
1000,32.47,25.68,B
1000,32.47,25.93,B
1000,32.47,26.18,B
1000,32.47,26.36,B
1000,32.47,26.4,B
1000,32.47,26.57,B
1000,32.47,27.41,B
1000,32.47,27.48,B
1000,32.47,28.46,B
1000,32.47,28.88,B
1000,32.47,29.3,B
1000,32.47,29.72,B
1000,32.47,31.25,B
1000,32.47,32.18,B
1000,32.47,32.73,B
1000,32.47,33.23,B
1000,32.47,33.47,B
1000,32.47,33.58,B
1000,32.47,34.68,B
1000,32.47,38.06,B
1000,32.47,45.45,B
1000,32.47,87.08,B
1000,32.49,1.19,B
1000,32.49,1.26,B
1000,32.49,1.79,B
1000,32.49,2.5,B
1000,32.49,2.74,B
1000,32.49,3.4,B
1000,32.49,3.76,B
1000,32.49,4.51,B
1000,32.49,6.35,B
1000,32.49,6.48,B
1000,32.49,6.54,B
1000,32.49,7.02,B
1000,32.49,7.89,B
1000,32.49,9,B
1000,32.49,12.13,B
1000,32.49,12.67,B
1000,32.49,13.41,B
1000,32.49,14.31,B
1000,32.49,15.54,B
1000,32.49,16.86,B
1000,32.49,17.54,B
1000,32.49,17.68,B
1000,32.49,19.05,B
1000,32.49,20.65,B
1000,32.49,21.87,B
1000,32.49,28.37,B
1000,32.49,30.38,B
1000,32.49,34.05,B
1000,32.49,34.83,B
1000,32.49,36.04,B
1000,32.5,0.58,B
1000,32.5,1.26,B
1000,32.5,1.4,B
1000,32.5,1.87,B
1000,32.5,3.36,B
1000,32.5,5.1,B
1000,32.5,5.45,B
1000,32.5,5.65,B
1000,32.5,5.91,B
1000,32.5,6.44,B
1000,32.5,6.71,B
1000,32.5,7.32,B
1000,32.5,7.74,B
1000,32.5,7.87,B
1000,32.5,8.09,B
1000,32.5,8.25,B
1000,32.5,8.79,B
1000,32.5,9,B
1000,32.5,9.03,B
1000,32.5,9.48,B
1000,32.5,9.81,B
1000,32.5,10.59,B
1000,32.5,10.74,B
1000,32.5,10.75,B
1000,32.5,10.96,B
1000,32.5,11.1,B
1000,32.5,11.48,B
1000,32.5,11.51,B
1000,32.5,11.62,B
1000,32.5,12.14,B
1000,32.5,12.15,B
1000,32.5,12.88,B
1000,32.5,13.24,B
1000,32.5,13.46,B
1000,32.5,13.67,B
1000,32.5,13.8,B
1000,32.5,14.36,B
1000,32.5,15.39,B
1000,32.5,15.4,B
1000,32.5,15.43,B
1000,32.5,15.57,B
1000,32.5,15.75,B
1000,32.5,15.9,B
1000,32.5,15.95,B
1000,32.5,16.14,B
1000,32.5,16.41,B
1000,32.5,16.99,B
